cls_accuracy,cls_precision,cls_recall,cls_f1_score,cls_sensitivity,cls_specificity,cls_balanced_accuracy,cls_roc_auc,cls_pr_auc,cls_matthews_corrcoef,cls_cohen_kappa,cls_log_loss,cls_brier_score,cls_support,det_mAP50,det_mAP50-95,det_precision,det_recall,det_mean_iou,det_latency_ms,det_fps,det_model_size_mb,det_n_params,det_gflops,best_classifier,best_detector
0.9870967741935484,1.0,0.956989247311828,0.978021978021978,0.956989247311828,1.0,0.978494623655914,1.0,0.9999999999999999,0.9693648306815615,0.968895800933126,0.017549506430638944,0.005808741567834849,310,0.984409261188166,0.7722005970319434,0.9665325162577533,0.9790263351902239,0.884477882567858,11.216282844543457,89.15609688698997,6.166959,3005843,4.0425984,efficientnetv2_s,yolov8
