path,corrupted,duplicate,near_duplicate,blurry,blur_score,action
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3563_augmented_image_753.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4272_IMG_20230923_103405.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3607_augmented_image_688.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3490_augmented_image_887.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4650_IMG_20230814_180753.jpg,False,False,False,False,307.5852359701484,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_253_augmented_image_343.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2051_augmented_image_600.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2563_augmented_image_36.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_236_augmented_image_430.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1792_augmented_image_962.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_138_augmented_image_142.jpg,False,False,False,False,54.107569117337945,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3279_augmented_image_759.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1262_augmented_image_440.jpg,False,False,False,False,45.01050370470631,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3791_augmented_image_45.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_114_augmented_image_931.jpg,False,False,False,False,39.52153939990696,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1017_augmented_image_268.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4470_20230818_114725.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4128_IMG_20230811_165319.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_237_augmented_image_640.jpg,False,False,False,False,477.1082132078972,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4571_IMG_20230805_182936.jpg,False,False,False,False,124.78340942888308,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_509_augmented_image_612.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2304_augmented_image_723.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3251_augmented_image_348.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3912_augmented_image_517.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4505_IMG_20230811_165152.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2724_augmented_image_995.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4440_20230818_113412.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_294_IMG_20230814_210203.jpg,False,False,False,True,26.24036922504347,flagged
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4968_IMG_20230814_210136.jpg,False,False,False,True,23.390593186560615,flagged
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_790_augmented_image_592.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_627_augmented_image_41.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3744_augmented_image_865.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_317_augmented_image_390.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_5428_IMG_20230926_173006.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_208_IMG_20230811_171928.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2526_augmented_image_86.jpg,False,True,False,False,,removed
