accuracy,precision,recall,f1_score,sensitivity,specificity,balanced_accuracy,roc_auc,pr_auc,matthews_corrcoef,cohen_kappa,log_loss,brier_score,support
0.9870967741935484,1.0,0.956989247311828,0.978021978021978,0.956989247311828,1.0,0.978494623655914,1.0,0.9999999999999999,0.9693648306815615,0.968895800933126,0.017549506430638944,0.005808741567834849,310
